"ra"	"dec"
246.569691353964	-25.8788672382829
244.150184326073	-23.4585598906304
239.603634365079	-20.724566920629
240.58306489973	-25.9545658418919
240.829541880568	-26.6950819156745
242.862722305276	-20.9804495367902
243.990900635205	-16.7916819209383
246.382747378189	-24.8922638189297
245.068580566587	-22.731014585372
241.012000662142	-22.8130396277605
246.562739846511	-21.3313241839791
238.503290139625	-23.1537473201244
242.720115940222	-25.3630448112928
244.337572863518	-23.4801944361181
245.151625952334	-22.4804357083306
243.512489724608	-25.9345207653541
247.005971795693	-24.9419058649561
244.734566454556	-26.1000871319326
243.450266450441	-20.3160343908404
239.941108303098	-25.6300689486084
243.387559055894	-21.5606321660972
241.62415158096	-26.7553187405306
242.696387706497	-25.2352210210855
242.849813904745	-25.9977370999381
242.21270071213	-24.9419674850963
239.698147147468	-22.5817800921152
241.031828058766	-23.0593880453582
246.554689262779	-24.8403317557339
242.166196240984	-26.005877153618
241.751127000945	-24.5387703783892
240.654042821497	-25.7748053825687
243.600084486297	-22.556265223901
239.844140901269	-25.5345728142621
246.116457828401	-25.4915892459853
244.287219906469	-23.5107072860925
240.953840171365	-25.9191860411439
243.511148115769	-22.2283393555351
244.736245615193	-24.2522233846034
239.793215933645	-25.5247895183428
239.646469925922	-24.6665113994228
243.134498627977	-24.4461834068564
244.892837137797	-21.6072859496489
242.054660343034	-25.668016703534
243.32000356853	-24.6358631491433
246.962625064282	-21.1630416425969
244.676277317456	-21.7396588670385
243.221361318615	-24.4735589420592
242.456858913077	-15.9375780886831
239.186069378389	-21.8331285126515
239.69939422392	-16.9904232865183
244.801303819436	-22.263192768146
240.810790682738	-21.1372521598951
246.658486580756	-24.5731566790083
239.404828718129	-20.7518048436088
246.513919622449	-25.1827620650142
241.200232449389	-20.7332238732958
239.159136022623	-16.7063473684121
244.516004444826	-20.7512420193831
243.941197115677	-23.8872156692309
243.56577490741	-16.3701392564421
241.948027517199	-26.62954940198
243.54340040197	-22.8931075156686
241.643587619214	-24.7218543751058
243.671290249368	-21.6213148199032
242.719927142654	-25.7724571052822
246.101620418709	-20.1935109903416
247.090624737893	-25.1806133628329
241.140077930866	-25.7157410449529
244.261949211246	-26.0735696174602
241.841962985785	-26.5855762733368
237.861319897698	-22.1513487488705
241.090446753122	-24.9808538207834
240.623396943098	-26.0016657533934
246.208734643375	-23.681762223509
241.921457601835	-26.5834758092878
242.052912926142	-26.1990960675568
246.184275145147	-26.1505713236608
239.246173237014	-23.4038438877282
241.363833679319	-25.7384606167443
243.546037270898	-22.8713585035134
243.664641265552	-22.4197903576692
243.741900995218	-22.3486376377702
242.052223085018	-26.1360443344358
239.440258705985	-22.0206811047663
239.09071575207	-23.4146281603736
244.676631185641	-22.8854919108183
239.484113901755	-22.906745709773
239.92033164456	-17.4227882782884
239.547990053741	-22.0836148360096
242.298471337949	-25.6419407133488
240.839805828247	-15.8460885800741
239.333681303811	-22.727404734513
244.837688430813	-21.6416783394799
242.311911402873	-21.8021388444615
243.609191479423	-22.5641117183174
243.359360681954	-20.5869320726699
241.847806681554	-15.165942800541
242.366433211104	-21.5401073362951
245.64061835034	-26.5866111619809
238.778222137068	-21.9094452031448
240.548700098665	-25.3162008672695
244.155924048405	-25.3097715023063
239.806026768697	-25.5273152039134
239.58806722642	-22.0021437570202
247.385201621208	-22.9189423526074
243.438812807392	-16.283013062876
244.609767892938	-24.3158915354064
241.353596248367	-23.5686315305359
240.69058376987	-25.6991185471239
242.16058610759	-23.0394203337145
238.103962080593	-22.1348105162372
242.637991920938	-24.2493039843069
242.938351662978	-25.3515091013924
237.410743594811	-22.7398244138276
241.428501204102	-15.5018754492668
243.957521830685	-21.7802410357035
239.164863697165	-22.440941535082
243.857503684598	-21.6273242712634
242.674819541285	-24.4663431059052
244.708596461654	-22.6048435377149
